X,Y,Group,Xmin,Xmax,Ymin,Ymax
335.3125516713826,3617.310710570288,0,260,360,3600,3700
324.48465948565433,3660.3093251362493,0,260,360,3600,3700
340.35377139049325,3644.3689413282377,0,260,360,3600,3700
332.3146480690433,3627.519129642137,0,260,360,3600,3700
336.8795540028227,3662.1507163951874,0,260,360,3600,3700
338.92788380595823,3650.2157725380625,0,260,360,3600,3700
346.6419712181839,3639.9218913789555,0,260,360,3600,3700
352.13007780877615,3642.2953125348495,0,260,360,3600,3700
307.35263241701574,3663.213252269909,0,260,360,3600,3700
347.3413694141278,3627.0131909157963,0,260,360,3600,3700
322.96013584664183,3654.8260415084196,0,260,360,3600,3700
314.7739780326303,3650.053104928454,0,260,360,3600,3700
350.26823245544244,3634.40800535862,0,260,360,3600,3700
340.96147068690766,3658.7398947384986,0,260,360,3600,3700
352.81706184186237,3619.9797483128045,0,260,360,3600,3700
307.04314950356485,3651.492357749908,0,260,360,3600,3700
344.80842407612784,3654.046667178385,0,260,360,3600,3700
314.36093087795996,3656.3715809781793,0,260,360,3600,3700
339.006041024963,3632.9001135491976,0,260,360,3600,3700
357.2409289649793,3649.5006311451784,0,260,360,3600,3700
334.3340354807117,3610.5715501125333,0,260,360,3600,3700
333.7810984725719,3654.963405439179,0,260,360,3600,3700
313.7089877991141,3662.409718004482,0,260,360,3600,3700
355.589556005878,3628.8728430278184,0,260,360,3600,3700
320.7321607953381,3645.9193795019496,0,260,360,3600,3700
329.5109029076671,3648.949351530634,0,260,360,3600,3700
345.26880493316173,3620.90828396644,0,260,360,3600,3700
350.5724876334199,3650.340517982839,0,260,360,3600,3700
339.3178646984551,3638.6208316877173,0,260,360,3600,3700
329.27228331862665,3641.6912044728074,0,260,360,3600,3700
338.0962398586095,3624.4755064451933,0,260,360,3600,3700
331.7602505308403,3661.4462513703857,0,260,360,3600,3700
358.31120514221,3688.178053468766,0,260,360,3600,3700
357.5963919053682,3695.2803692654666,0,260,360,3600,3700
358.5822039795926,3681.620583589161,0,260,360,3600,3700
357.7230418018984,3670.8841324477107,0,260,360,3600,3700
353.17987350472293,3686.733120355469,0,260,360,3600,3700
358.60874924833024,3657.3683966081876,0,260,360,3600,3700
350.74176830740237,3680.7769030143672,0,260,360,3600,3700
347.17730700152595,3660.5910522219565,0,260,360,3600,3700
347.4088144701674,3694.054251639632,0,260,360,3600,3700
349.32239854742215,3687.6490363576213,0,260,360,3600,3700
355.9812843575075,3662.2412038729453,0,260,360,3600,3700
354.4816191230188,3667.116505333753,0,260,360,3600,3700
352.8060850973432,3656.9803685048596,0,260,360,3600,3700
345.9355878577797,3672.5449758706004,0,260,360,3600,3700
351.14251844685265,3675.509029492258,0,260,360,3600,3700
347.0296382407559,3667.291076264875,0,260,360,3600,3700
346.5953071171131,3683.9482177757295,0,260,360,3600,3700
352.1782814899096,3696.0056732340277,0,260,360,3600,3700
345.98307930496617,3678.314299101085,0,260,360,3600,3700
340.49615994670546,3664.995568307349,0,260,360,3600,3700
352.2624360232258,3611.098241503589,0,260,360,3600,3700
346.5972419042461,3605.475937717428,0,260,360,3600,3700
358.5187711396691,3607.23830135126,0,260,360,3600,3700
358.0203518046455,3617.5891049236543,0,260,360,3600,3700
344.018891487003,3612.2607564497143,0,260,360,3600,3700
294.80286656872033,3603.5222992083145,0,260,360,3600,3700
311.5604036159341,3603.9171443983732,0,260,360,3600,3700
302.5580912183265,3607.3753153004486,0,260,360,3600,3700
311.71402276330605,3611.300011809816,0,260,360,3600,3700
322.8509239976458,3601.6038894854014,0,260,360,3600,3700
344.783380729703,3600.903996552162,0,260,360,3600,3700
331.4250216716664,3601.8891005772502,0,260,360,3600,3700
319.87159234220314,3608.1661020901433,0,260,360,3600,3700
335.78773255333067,3604.2220975708065,0,260,360,3600,3700
280.0100498258674,3697.3935100809354,0,260,360,3600,3700
285.68874967498647,3691.6922337377337,0,260,360,3600,3700
291.28942058798646,3694.5822249655525,0,260,360,3600,3700
334.75084746182756,3699.235904433427,0,260,360,3600,3700
333.04343960101204,3669.8888219059636,0,260,360,3600,3700
325.2772484517587,3697.7153527451273,0,260,360,3600,3700
324.2245228852859,3679.0888407156262,0,260,360,3600,3700
337.1586307667027,3672.8331888665884,0,260,360,3600,3700
340.60371323239167,3681.3441415544953,0,260,360,3600,3700
340.3722571268806,3695.194599759174,0,260,360,3600,3700
321.60275379736373,3695.2789019312813,0,260,360,3600,3700
327.36434898760194,3672.1310366218936,0,260,360,3600,3700
314.52558082636784,3668.0792252487686,0,260,360,3600,3700
321.51020436369464,3687.3803345995393,0,260,360,3600,3700
344.95300904311404,3689.077108582922,0,260,360,3600,3700
320.3258667173302,3669.68491233218,0,260,360,3600,3700
326.10270928833677,3665.4374633926113,0,260,360,3600,3700
327.13828767094657,3688.3971360511773,0,260,360,3600,3700
331.65831493838783,3695.088324395468,0,260,360,3600,3700
333.0995797190971,3680.422897564027,0,260,360,3600,3700
339.7621050299429,3688.9427624110253,0,260,360,3600,3700
333.84206181313823,3688.1436993093776,0,260,360,3600,3700
307.0707042259162,3690.4417776940904,0,260,360,3600,3700
295.2115822538514,3688.228287579109,0,260,360,3600,3700
315.53113345688035,3675.4295325929997,0,260,360,3600,3700
303.05757387124004,3682.1809794625606,0,260,360,3600,3700
314.08789797791604,3682.19117139659,0,260,360,3600,3700
298.5675335737357,3665.2708933725166,0,260,360,3600,3700
289.2170527367756,3670.585682745066,0,260,360,3600,3700
307.10850445192415,3698.930991692948,0,260,360,3600,3700
300.0953768774379,3676.6928458904067,0,260,360,3600,3700
297.010351495607,3699.0136986818206,0,260,360,3600,3700
304.3500558836182,3699.8933136379173,0,260,360,3600,3700
294.98714134032514,3672.8103126805504,0,260,360,3600,3700
291.1111240837933,3681.4839838108956,0,260,360,3600,3700
313.5902322847677,3689.8209823654506,0,260,360,3600,3700
307.9143107738405,3674.00542090205,0,260,360,3600,3700
301.4702359819453,3691.9921289301506,0,260,360,3600,3700
314.2597690376655,3696.414679945708,0,260,360,3600,3700
273.2098502066213,3683.6670734835334,0,260,360,3600,3700
278.26431950814,3688.8723817884456,0,260,360,3600,3700
270.51370198428356,3676.5843810137562,0,260,360,3600,3700
269.8662470915325,3696.569531358888,0,260,360,3600,3700
269.2535297564426,3690.312051577658,0,260,360,3600,3700
279.3484999871799,3676.752549585191,0,260,360,3600,3700
262.42241535305783,3685.865263143738,0,260,360,3600,3700
284.32506927183783,3683.2237446966287,0,260,360,3600,3700
261.5012307662662,3699.9982525843316,0,260,360,3600,3700
263.7382953936919,3676.676407183972,0,260,360,3600,3700
300.5760587944272,3656.9560734082115,0,260,360,3600,3700
282.4639266394841,3651.3142946521903,0,260,360,3600,3700
291.24227134357136,3657.9107088320407,0,260,360,3600,3700
279.8199201223255,3648.892411847479,0,260,360,3600,3700
271.7033466234236,3651.611741460765,0,260,360,3600,3700
262.2391873275733,3643.5235863059743,0,260,360,3600,3700
264.111105373116,3650.4503749095843,0,260,360,3600,3700
284.7888593456079,3661.753107634223,0,260,360,3600,3700
275.65332610215125,3647.797653517831,0,260,360,3600,3700
276.474101830952,3667.131277650491,0,260,360,3600,3700
281.78008499171005,3670.0348187243976,0,260,360,3600,3700
288.53753373371393,3644.731283488282,0,260,360,3600,3700
282.37958256862674,3641.198627441072,0,260,360,3600,3700
269.79803914676955,3658.640496436389,0,260,360,3600,3700
276.66871373254526,3633.756074161205,0,260,360,3600,3700
272.50267563865134,3643.6563865121,0,260,360,3600,3700
267.11888520572626,3666.4508902999914,0,260,360,3600,3700
293.91796776855085,3649.458404849575,0,260,360,3600,3700
278.52239613708514,3658.599824218956,0,260,360,3600,3700
296.1571384557064,3626.772461778898,0,260,360,3600,3700
322.588310317415,3620.392631980821,0,260,360,3600,3700
291.98843336256886,3618.219800330464,0,260,360,3600,3700
310.7063883620856,3625.43153891675,0,260,360,3600,3700
308.3909277606041,3618.75773121785,0,260,360,3600,3700
312.57893500856505,3641.729887113678,0,260,360,3600,3700
300.9270586615008,3621.364813799571,0,260,360,3600,3700
325.4521230679208,3633.495911348732,0,260,360,3600,3700
288.35749039930243,3635.62618313425,0,260,360,3600,3700
318.6658638010422,3627.364389507054,0,260,360,3600,3700
297.11518749882686,3638.144690664078,0,260,360,3600,3700
314.1661553833272,3633.6601163698656,0,260,360,3600,3700
325.7813336953509,3613.0096817653525,0,260,360,3600,3700
304.86397250433737,3645.288642896035,0,260,360,3600,3700
298.3218127841615,3643.091698254232,0,260,360,3600,3700
305.00036307592933,3628.4116835304512,0,260,360,3600,3700
316.8403120820244,3617.597192595678,0,260,360,3600,3700
305.7736658950065,3635.510988649826,0,260,360,3600,3700
321.2744148377065,3638.3901375334167,0,260,360,3600,3700
327.2073137412512,3626.2720548308703,0,260,360,3600,3700
284.9212011782533,3624.8205580475887,0,260,360,3600,3700
294.4754686949727,3633.4243907229916,0,260,360,3600,3700
270.6570707230452,3625.6208192281383,0,260,360,3600,3700
284.5507370226851,3605.870087555905,0,260,360,3600,3700
260.25475586589454,3602.1380463523633,0,260,360,3600,3700
291.8760060531219,3612.7447913960455,0,260,360,3600,3700
274.3754692684365,3605.567782718381,0,260,360,3600,3700
266.831342205454,3611.003797581607,0,260,360,3600,3700
278.59221714180535,3615.289475482529,0,260,360,3600,3700
268.9592847881664,3619.166400938223,0,260,360,3600,3700
262.55813608491405,3631.529160643396,0,260,360,3600,3700
265.93149941015105,3636.2212719330937,0,260,360,3600,3700
424.95220237368784,3996.9066225103256,1,330,430,3900,4000
419.578207687334,3981.7286288559794,1,330,430,3900,4000
424.79047166623855,3975.879759184507,1,330,430,3900,4000
422.83985902514627,3988.3151494722347,1,330,430,3900,4000
423.1357883816506,3940.3304334978484,1,330,430,3900,4000
423.3671144907026,3931.549243554731,1,330,430,3900,4000
426.70196117239755,3926.0087524024534,1,330,430,3900,4000
412.42856091182193,3974.4031834001976,1,330,430,3900,4000
429.4383272456684,3960.3139521347503,1,330,430,3900,4000
400.9126848681495,3967.47808266893,1,330,430,3900,4000
420.31126323742035,3960.10684069955,1,330,430,3900,4000
412.4970488209638,3959.3562922572814,1,330,430,3900,4000
424.9524250563554,3948.8351130087253,1,330,430,3900,4000
414.70479161664315,3969.984974406275,1,330,430,3900,4000
418.2700655701571,3960.4112431861718,1,330,430,3900,4000
424.6897110369868,3967.7458575125597,1,330,430,3900,4000
408.2949979752177,3976.5718417498756,1,330,430,3900,4000
409.12798963279005,3965.189002817243,1,330,430,3900,4000
401.8287217236701,3974.976553076513,1,330,430,3900,4000
371.667602358406,3989.324403945278,1,330,430,3900,4000
355.84050150337504,3972.4704947881364,1,330,430,3900,4000
375.88221382504014,3981.1279401994025,1,330,430,3900,4000
353.01578668403477,3966.159725932413,1,330,430,3900,4000
355.61059695285957,3979.927039117243,1,330,430,3900,4000
368.8678683919347,3998.215515318491,1,330,430,3900,4000
369.14527083978766,3982.8964102361224,1,330,430,3900,4000
362.24090185285513,3985.070443476709,1,330,430,3900,4000
377.10538569777344,3992.2575794768486,1,330,430,3900,4000
364.30150131194677,3976.327148701363,1,330,430,3900,4000
364.13354757672585,3992.449958248515,1,330,430,3900,4000
391.805625322631,3994.2336907998456,1,330,430,3900,4000
385.4079010260714,3990.1875376363864,1,330,430,3900,4000
382.7046926498098,3984.3804653062143,1,330,430,3900,4000
387.5607021074932,3985.3295316169256,1,330,430,3900,4000
392.3184359067615,3998.7470948154196,1,330,430,3900,4000
386.55984044156236,3998.0674722815425,1,330,430,3900,4000
402.21619712446704,3991.9599360728103,1,330,430,3900,4000
394.6644555346883,3989.5746447080933,1,330,430,3900,4000
382.54268776110723,3998.183405598925,1,330,430,3900,4000
399.10553202387564,3999.813962518337,1,330,430,3900,4000
408.98434933068586,3995.4260498173294,1,330,430,3900,4000
336.94309885598426,3901.133395038491,1,330,430,3900,4000
336.4384200844673,3911.213935535016,1,330,430,3900,4000
416.4893028333148,3901.923896243518,1,330,430,3900,4000
404.65541426680795,3901.380585613898,1,330,430,3900,4000
423.7161183891039,3903.980164722934,1,330,430,3900,4000
413.16360226037165,3917.895178392928,1,330,430,3900,4000
396.58445344929214,3904.7972200606005,1,330,430,3900,4000
424.3149264715729,3915.2049083112183,1,330,430,3900,4000
395.3964490187677,3911.720955111532,1,330,430,3900,4000
406.4971199820111,3910.8873235166375,1,330,430,3900,4000
418.4555138765447,3922.7187263321816,1,330,430,3900,4000
414.8210937401025,3913.4067311864837,1,330,430,3900,4000
380.1600730234666,3910.314547412429,1,330,430,3900,4000
358.49679549972456,3903.5430560782365,1,330,430,3900,4000
361.33220318922235,3901.784734149806,1,330,430,3900,4000
373.4779733073306,3912.533280799501,1,330,430,3900,4000
348.2771041421171,3915.724431783978,1,330,430,3900,4000
380.7720199294868,3917.508660298866,1,330,430,3900,4000
376.80656242600173,3903.7133611981535,1,330,430,3900,4000
364.9854959034532,3912.7561037488126,1,330,430,3900,4000
341.7479853484153,3919.2256537706216,1,330,430,3900,4000
345.3064223618378,3904.6992343063753,1,330,430,3900,4000
366.0299783596437,3906.6722734858104,1,330,430,3900,4000
386.6443544162087,3908.044733549576,1,330,430,3900,4000
353.0822245093444,3903.8432905619916,1,330,430,3900,4000
354.21449815433226,3909.447430409577,1,330,430,3900,4000
356.2306380858643,3900.922687215199,1,330,430,3900,4000
357.03195236872637,3915.5730081313304,1,330,430,3900,4000
368.96990337860154,3901.666527388605,1,330,430,3900,4000
386.0401409945525,3934.9952131813875,1,330,430,3900,4000
405.97600283479227,3956.12797525522,1,330,430,3900,4000
408.25039749965237,3932.9051984325274,1,330,430,3900,4000
403.58691602933595,3926.192293921097,1,330,430,3900,4000
394.0400962859001,3954.904348993661,1,330,430,3900,4000
386.22608275901564,3923.654457616436,1,330,430,3900,4000
416.8547837271557,3932.227937914072,1,330,430,3900,4000
396.81053367159757,3962.6863475004375,1,330,430,3900,4000
386.7981168632169,3962.3449450479507,1,330,430,3900,4000
401.1691425625763,3918.121141551371,1,330,430,3900,4000
403.7596175464039,3948.7624514990907,1,330,430,3900,4000
396.1388737939145,3935.5523163742705,1,330,430,3900,4000
385.5498799191437,3941.717568338333,1,330,430,3900,4000
409.75986240616254,3924.325796481321,1,330,430,3900,4000
394.68620055758885,3920.6155067683785,1,330,430,3900,4000
406.7715194940708,3939.604373963076,1,330,430,3900,4000
392.95644607940835,3928.7841395332875,1,330,430,3900,4000
413.5759582418509,3948.075082399715,1,330,430,3900,4000
391.74681063555204,3945.9417971635485,1,330,430,3900,4000
400.6778495662478,3940.9028305308893,1,330,430,3900,4000
383.85245866805445,3952.1194075636727,1,330,430,3900,4000
415.1217299972361,3940.0449936499363,1,330,430,3900,4000
367.25655036929646,3937.09435732491,1,330,430,3900,4000
371.79913910711014,3945.010735594994,1,330,430,3900,4000
355.1597539920432,3934.465182238781,1,330,430,3900,4000
372.32433519029934,3936.899877778154,1,330,430,3900,4000
360.69264606935883,3929.783271445609,1,330,430,3900,4000
364.01906259640594,3938.490705925378,1,330,430,3900,4000
380.0720286319753,3932.963339435265,1,330,430,3900,4000
378.44196664732823,3942.063786227114,1,330,430,3900,4000
362.64694337946855,3946.319080232377,1,330,430,3900,4000
369.5359065838934,3951.4192108754346,1,330,430,3900,4000
350.6786876286972,3925.250864741335,1,330,430,3900,4000
368.99819236547853,3919.747700023548,1,330,430,3900,4000
357.9579325979868,3923.397161749524,1,330,430,3900,4000
376.752443604492,3924.190679900858,1,330,430,3900,4000
374.9223272811633,3930.167709346757,1,330,430,3900,4000
367.2051748038267,3928.7637166581867,1,330,430,3900,4000
376.76656517326484,3951.3841124772966,1,330,430,3900,4000
348.25637286614347,3999.4148810088877,1,330,430,3900,4000
335.4345343400861,3960.9486217620265,1,330,430,3900,4000
337.80182997083557,3993.794099678533,1,330,430,3900,4000
358.42583843865515,3998.053085999109,1,330,430,3900,4000
342.5079459829327,3997.400645908224,1,330,430,3900,4000
349.3911815946841,3993.0112122630353,1,330,430,3900,4000
331.62894119757016,3993.3143490014,1,330,430,3900,4000
356.1977086039861,3990.105805275445,1,330,430,3900,4000
339.2343368946309,3988.3892494377615,1,330,430,3900,4000
347.67971095486604,3988.4320590919237,1,330,430,3900,4000
394.6616603219925,3984.1159156844665,1,330,430,3900,4000
404.36408729815577,3985.0692427195504,1,330,430,3900,4000
384.37595944546496,3977.4173538652212,1,330,430,3900,4000
391.6427082411237,3978.1976973797837,1,330,430,3900,4000
410.9982333625901,3985.5653990301735,1,330,430,3900,4000
393.94859592116904,3971.9930657148698,1,330,430,3900,4000
386.685669081176,3969.9585048050203,1,330,430,3900,4000
397.7217864329298,3979.6789985375212,1,330,430,3900,4000
414.17404006689463,3992.6624678677626,1,330,430,3900,4000
330.10323292330315,3985.7595071084424,1,330,430,3900,4000
334.4917815280556,3981.8907632945215,1,330,430,3900,4000
348.5811837048761,3983.340197922936,1,330,430,3900,4000
330.7643481966157,3968.6639846635003,1,330,430,3900,4000
342.31986813141464,3967.2359801630273,1,330,430,3900,4000
340.4225116367051,3979.887670723558,1,330,430,3900,4000
336.25000860879504,3966.538026916997,1,330,430,3900,4000
346.90964385458756,3967.147384227929,1,330,430,3900,4000
347.504114766543,3976.5950168287545,1,330,430,3900,4000
336.7867387973641,3973.322356316104,1,330,430,3900,4000
345.5843418480866,3936.8818828839153,1,330,430,3900,4000
330.3262363997353,3946.2522739348924,1,330,430,3900,4000
347.5802295532561,3953.261480689503,1,330,430,3900,4000
345.0497317776549,3930.7601509858855,1,330,430,3900,4000
335.4497831883532,3938.932436858246,1,330,430,3900,4000
342.1660549499695,3957.864148568996,1,330,430,3900,4000
336.89067144242676,3950.0289703374683,1,330,430,3900,4000
330.5574562607574,3955.3347324519195,1,330,430,3900,4000
350.7912799867776,3943.1870219663433,1,330,430,3900,4000
342.1009193126296,3944.9570241048477,1,330,430,3900,4000
336.12931552762996,3924.534755410247,1,330,430,3900,4000
336.98127764512594,3930.587967514595,1,330,430,3900,4000
362.6098094963429,3965.1643249911704,1,330,430,3900,4000
369.0400251499256,3959.0342051807374,1,330,430,3900,4000
363.9516355004554,3970.1143971901674,1,330,430,3900,4000
378.8351794943201,3971.9969303153357,1,330,430,3900,4000
370.9038641619741,3966.0416150357887,1,330,430,3900,4000
376.5168489236968,3959.5361302509577,1,330,430,3900,4000
353.6007264374375,3955.299912787274,1,330,430,3900,4000
355.91923272271185,3961.553139819672,1,330,430,3900,4000
356.3740823672789,3949.5916860135626,1,330,430,3900,4000
371.86211745687416,3972.1453524348735,1,330,430,3900,4000
361.6265718696291,3957.4460613253195,1,330,430,3900,4000
379.5258051279071,3965.0192867044316,1,330,430,3900,4000
395.8120505357012,4089.010342378329,2,300,400,4000,4100
395.8577340856581,4095.79056930809,2,300,400,4000,4100
397.10183740809094,4036.416525467454,2,300,400,4000,4100
393.66726845304055,4058.368833077504,2,300,400,4000,4100
398.05185119360334,4028.0811590349394,2,300,400,4000,4100
395.9810905025301,4049.987125173666,2,300,400,4000,4100
390.52900001531873,4020.961825223045,2,300,400,4000,4100
390.5793354566125,4039.785516331941,2,300,400,4000,4100
391.0351503430059,4031.4306286904052,2,300,400,4000,4100
384.9021205608216,4030.797001418226,2,300,400,4000,4100
375.3875458024104,4061.9621652405435,2,300,400,4000,4100
386.15580862374213,4070.595497659771,2,300,400,4000,4100
397.0189037494656,4070.1651848233396,2,300,400,4000,4100
399.0680680726644,4076.5487751798205,2,300,400,4000,4100
392.1411791700074,4065.7367457655764,2,300,400,4000,4100
367.8988429264759,4061.49522970496,2,300,400,4000,4100
381.3755659727563,4072.5311615403307,2,300,400,4000,4100
383.45897851598545,4063.9494375864747,2,300,400,4000,4100
372.8094617454411,4068.315447653606,2,300,400,4000,4100
391.16941656197974,4082.7155828777845,2,300,400,4000,4100
390.7467415423011,4076.4107785715405,2,300,400,4000,4100
364.1180657783262,4063.50596248131,2,300,400,4000,4100
358.79608480029066,4056.5055744141264,2,300,400,4000,4100
358.74114443950054,4041.446147558735,2,300,400,4000,4100
382.9057633079368,4045.3712066320486,2,300,400,4000,4100
364.9791575873447,4047.8440097361354,2,300,400,4000,4100
381.2613689987673,4037.9593130131398,2,300,400,4000,4100
351.4692786081801,4043.9495079600315,2,300,400,4000,4100
384.41553855672106,4050.4951714970503,2,300,400,4000,4100
375.1985227174406,4055.086083066912,2,300,400,4000,4100
374.2992952767487,4041.684974869687,2,300,400,4000,4100
372.027498663398,4048.2940648090876,2,300,400,4000,4100
361.2427393664358,4030.219405096997,2,300,400,4000,4100
384.04140318339853,4056.9762443678096,2,300,400,4000,4100
358.39300444285516,4036.797534819543,2,300,400,4000,4100
368.08404073835607,4054.853867403774,2,300,400,4000,4100
372.53440972935954,4032.5448813704684,2,300,400,4000,4100
359.22907946073514,4048.153923768194,2,300,400,4000,4100
352.77033204243475,4031.712494450774,2,300,400,4000,4100
367.1980940941007,4040.1402987056026,2,300,400,4000,4100
365.0728204457486,4021.9118796642233,2,300,400,4000,4100
383.08800528068986,4011.893431344177,2,300,400,4000,4100
365.1782417770196,4005.477934769457,2,300,400,4000,4100
380.2296686904929,4024.24394927527,2,300,400,4000,4100
376.99530447856995,4002.178522252345,2,300,400,4000,4100
356.9850410158358,4023.125627531803,2,300,400,4000,4100
372.48003404844536,4025.205912698151,2,300,400,4000,4100
381.5395477954782,4016.3791188834134,2,300,400,4000,4100
379.995146667883,4008.367543175021,2,300,400,4000,4100
375.1086149922223,4019.696474555074,2,300,400,4000,4100
376.2535260528845,4011.9673278046153,2,300,400,4000,4100
368.46119303240744,4014.056022616801,2,300,400,4000,4100
370.41086976959093,4007.586279384772,2,300,400,4000,4100
390.37174157674485,4004.9634546673315,2,300,400,4000,4100
390.402525465174,4012.9408450344154,2,300,400,4000,4100
396.21227623740737,4010.0528525658187,2,300,400,4000,4100
371.22683138158226,4076.837718903477,2,300,400,4000,4100
384.4751924921378,4086.1775331994068,2,300,400,4000,4100
379.47230570959,4077.6546921168947,2,300,400,4000,4100
364.3899615094162,4073.651250504947,2,300,400,4000,4100
376.3995162818249,4083.4172570785554,2,300,400,4000,4100
363.85681491332883,4080.3210388538364,2,300,400,4000,4100
364.95707221526953,4085.1570674455493,2,300,400,4000,4100
353.94277698192866,4079.41718715596,2,300,400,4000,4100
355.82625106623965,4073.621083200923,2,300,400,4000,4100
305.5178669033024,4095.2169588470006,2,300,400,4000,4100
300.10859600192214,4093.1584270667395,2,300,400,4000,4100
346.9167875248948,4085.551472961897,2,300,400,4000,4100
353.6415741109301,4095.5558631232525,2,300,400,4000,4100
355.7860089883169,4088.9839280674437,2,300,400,4000,4100
362.7773750348041,4093.914394971429,2,300,400,4000,4100
345.96071277897465,4093.1087445283138,2,300,400,4000,4100
365.5612406644367,4089.599851658086,2,300,400,4000,4100
329.4150753141145,4095.4849497095124,2,300,400,4000,4100
315.9279577587658,4094.472577248887,2,300,400,4000,4100
323.3714928298874,4097.063030733166,2,300,400,4000,4100
339.9508903283676,4091.1042807509407,2,300,400,4000,4100
334.8071363326466,4092.8728287075023,2,300,400,4000,4100
379.4518628487975,4092.179511458798,2,300,400,4000,4100
372.5270445463497,4095.6830148002177,2,300,400,4000,4100
385.0449371029622,4097.012644660935,2,300,400,4000,4100
391.613683376307,4096.526191492937,2,300,400,4000,4100
357.47285650587685,4011.5554818459686,2,300,400,4000,4100
339.59152504061836,4019.7787540588,2,300,400,4000,4100
334.0039463425403,4019.4431269850334,2,300,400,4000,4100
346.1385608234258,4025.212513729599,2,300,400,4000,4100
339.2138971100622,4032.845913817433,2,300,400,4000,4100
348.2211851528823,4020.4551011045023,2,300,400,4000,4100
336.0583134587776,4012.140136807348,2,300,400,4000,4100
341.8432640784256,4010.2044439152655,2,300,400,4000,4100
350.9221036178026,4003.6516042166504,2,300,400,4000,4100
330.08531490834207,4024.0529938098716,2,300,400,4000,4100
328.45670889735794,4036.523861376585,2,300,400,4000,4100
359.557023571923,4006.3161324480957,2,300,400,4000,4100
349.24171738436655,4009.9824251572745,2,300,400,4000,4100
340.3167494220105,4027.721087737896,2,300,400,4000,4100
323.083223554567,4030.4427957805638,2,300,400,4000,4100
329.6445076740913,4015.5728678895116,2,300,400,4000,4100
331.22156837241613,4031.484112156478,2,300,400,4000,4100
346.30946100382806,4033.605998005404,2,300,400,4000,4100
353.28654185441854,4016.538401197746,2,300,400,4000,4100
333.25977051286293,4048.954228127601,2,300,400,4000,4100
313.2728069578039,4038.274826343176,2,300,400,4000,4100
327.38925247615055,4042.9946818022713,2,300,400,4000,4100
320.18072093813004,4043.3073998852656,2,300,400,4000,4100
325.2210018290301,4048.8932466412884,2,300,400,4000,4100
310.58215490333504,4032.1290571807685,2,300,400,4000,4100
321.17343688558714,4037.703888757463,2,300,400,4000,4100
303.3632300924354,4037.2442602378983,2,300,400,4000,4100
304.0032119336358,4030.4537664762547,2,300,400,4000,4100
322.85458614419514,4057.934396932644,2,300,400,4000,4100
314.22963266024124,4065.4787992116608,2,300,400,4000,4100
312.7465279989492,4060.2377656931703,2,300,400,4000,4100
323.3698258524509,4080.4135120656547,2,300,400,4000,4100
323.942145438342,4088.715453240424,2,300,400,4000,4100
331.0135601144355,4059.4217583108966,2,300,400,4000,4100
